#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -3.54881     0.86476             6944
1    -4.39144     0.31729             66026
2    -3.02032     0.16148             142105
3    -2.59243     0.18837             135712
4    -11.10272     0.68255             58874
5    -15.78524     1.51647             10925
