#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -4.49368     0.74155             5233
1    -5.26277     0.25302             86625
2    -5.06417     0.30215             90156
3    -12.90688     0.81497             82863
4    -12.95029     0.79003             75359
5    -12.50959     0.93370             60568
6    -12.77226     1.40729             19904
