#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -3.07700     0.61015             24759
1    -0.67417     0.19558             85946
2    -1.51851     0.16719             84811
3    0.06558     0.25600             77798
4    -9.83322     0.57084             72217
5    -10.07388     0.67724             59917
6    -7.90237     0.83884             25581
