#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -0.50982     0.76898             12761
1    1.79402     0.47331             66703
2    -9.09155     0.46380             134382
3    -8.85851     0.37391             137935
4    -9.27812     0.60934             66675
5    -19.39410     2.76934             14105
