#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -0.37888     0.80916             13473
1    -0.76232     0.31779             72714
2    0.26906     0.19133             137242
3    1.24501     0.24850             134472
4    -6.20245     0.34800             60938
5    -10.47240     1.32608             13348
