#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -2.54773     1.06228             6222
1    -3.36826     0.41823             61117
2    -13.07686     0.68150             138659
3    -11.55963     0.64955             140010
4    -14.12466     1.09839             64682
5    -25.38082     3.52371             11708
