#Plane_1v1
#Card       tzero  t_zero_err      entries
0    6.50000     0.00000             426
1    -3.84853     1.15353             8159
2    6.66641     0.88496             39696
3    8.39192     1.39539             35685
4    -2.41937     2.36196             3435
5    20.50000     0.00000             67
