#Plane_2u1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             953
1    2.29486     1.39688             9355
2    9.87583     1.32050             35321
3    9.74964     1.59567             37735
4    -11.91326     4.18956             4186
5    20.50000     0.00000             116
