#Plane_2v1
#Card       tzero  t_zero_err      entries
0    6.50000     0.00000             1981
1    12.07565     3.09325             15740
2    0.16958     0.49617             26161
3    -0.19400     0.47584             26924
4    -0.06142     0.57019             14096
5    -9.81398     2.97944             2098
