#Plane_2x1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             1170
1    -0.18569     0.50553             24597
2    -1.28942     0.41529             19487
3    9.11133     1.81738             6802
4    6.92396     1.74899             18261
5    6.67442     2.96500             13391
6    14.92894     6.57606             3449
