#Plane_1u2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             885
1    3.25720     1.48877             15673
2    6.42613     1.25467             29290
3    6.72216     1.01375             27375
4    -2.24220     0.65382             12245
5    0.50000     0.00000             1281
