#Plane_2x2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             1497
1    7.81063     1.47841             24713
2    8.16667     1.94309             19103
3    10.96217     3.08608             7321
4    -2.48418     0.63532             18147
5    -1.35193     0.55397             13181
6    -21.53742     5.15297             3070
