#Plane_2v2
#Card       tzero  t_zero_err      entries
0    8.00937     4.37170             2101
1    8.62313     1.79094             17487
2    9.10246     1.53771             26205
3    9.02228     1.71696             26655
4    2.53492     1.13265             12758
5    0.50000     0.00000             1950
