#Plane_1u1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             774
1    7.36532     1.31076             14345
2    -3.48971     0.42599             29168
3    -2.38013     0.27531             27870
4    -5.15217     0.77434             13619
5    -9.50000     0.00000             1407
